ID;PARENT_ID;NIMI;BANNER_URL;KUVAUS_FI;KUVAUS_SV;KUVAUS_EN;NIMI_EN;NIMI_SV;CollectionPAGELink
362;361;A. E. Nordenskiöldin karttakokoelma;images/collections/ae.png;"Tutkija ja löytöretkeilijä Adolf Erik Nordenskiöld (1832-1901) kokosi 1800-luvun lopulla historiallisten karttojen, maantieteellisen kirjallisuuden ja matkakertomusten harvinaiskirjakokoelman. Kokoelma on liitetty vuonna 1997 UNESCOn Memory of the World -rekisteriin.

Nordenskiöldin kokoelma luo kuvan länsimaisen maantieteellisen tietämyksen kasvusta. Kartat kuvaavat kaikkia maanosia. Erityisesti kirjallisuutta ja karttoja on arktisilta alueilta. Kartografian klassikon Klaudios Ptolemaioksen, Geographia-teoksia on lähes täydellinen sarja. Amerikan löytymistä koskevia teoksia on paljon.";"Nordenskiölds kartsamling

Forskaren och upptäcktsresanden Adolf Erik Nordenskiöld samlade under slutet av 1800-talet ett stort antal historiska kartor, geografisk litteratur och sällsynta reseskildringar. År 1997 infördes samlingen i UNESCOs register Memory of the World.

Nordenskiölds samling ger en bild av utvecklingen inom västerländsk geografisk kunskap. I samlingen ingår kartor från alla världsdelar, bland annat de arktiska områdena. Samlingen innehåller en i det närmaste fullständig serie av de tryckta upplagorna av den kartografiska klassikern Geographia av Klaudios Ptolemaios. Även ett stort antal verk om upptäckten av Amerika ingår.

De digitaliserade kartorna utgör ett representativt urval ur Nordenskiölds samling.";"The Nordenskiöld Map Collection

In the late 1800s, the scientist and explorer Adolf Erik Nordenskiöld (1832-1901) assembled an extensive collection of historical maps, geographical literature and rare travel books. In 1997 the collection was included in UNESCO's Memory of the World register.

Nordenskiöld's collection vividly depicts the development of Western countries' geographical knowledge. The maps and literature depict all continents, with a particular emphasis on Arctic areas. There is an almost complete series of the Geographica, the classic cartographic work by Claudius Ptolemy, as well as a considerable number of works related to the discovery of America.";The Nordenskiöld Map Collection;Nordenskiölds kartsamling;https://digi.kansalliskirjasto.fi/collections?id=362
401;82;Sanomalehdet -1910;images/collections/sancol.png;Kokoelma sisältää 31.12.1910 mennessä ilmestyneet sanomalehdet.;Samlingen innehåller tidningar utgivna t.o.m. 31.12.1910;Collection contains newspapers until 31.12.1910;Newspapers -1910;Tidningar -1910;https://digi.kansalliskirjasto.fi/collections?id=401
402;24;Aikakauslehdet -1910;images/collections/kkgen.png;Kokoelma sisältää 31.12.1910 mennessä ilmestyneet aikakauslehdet.;;;Journals -1910;Tidskrifter -1910;https://digi.kansalliskirjasto.fi/collections?id=402
181;103;Kaunokirjallisuutta;images/collections/klas3.png;Kotimaisia klassikoita, osa käytettävissä ilman kirjautumista ja osa käytettävissä Haka-kirjautumisella yliopistoissa ja korkeakouluissa.;Finländska klassiker, en del är tillgängliga utan inloggning och en del via Haka-autentisering vid universitet och högskolor.;Finnish classics, where part of the works is available without login and part is available in all the universities and universities of applied sciences with the Haka authentication.;Finnish classics - selected works;Finländsk skönlitteratur;https://digi.kansalliskirjasto.fi/collections?id=181
262;61;Arkkiveisut (kirjahistoria);images/collections/aurora.png;"Arkkiveisut olivat yleensä yhdelle tai puolikkaalle painoarkille painettuja, halvalla tuotettuja lehdykäisiä. Arkkiveisut oli kirjoitettu laulujen muotoon ja niissä tavallisesti mainittiin, millä sävelmällä veisu oli tarkoitus laulaa. 1600-luvun arkkiveisut olivat virsiä, mutta seuraavalla vuosisadalla yleistyivät rakkaudesta, murhatöistä ja ihmeellisistä tapauksista kirjoitetut arkkiveisut sekä arkkisadut. Kansalliskirjaston arkkiveisukokoelmassa on noin 1750 uskonnollista ja 4850 maallista arkkiveisua. Arkkisatuja on noin 750. Kokoelmasta on toistaiseksi digitoitu vasta pieni osa, joka sisältää pääosin 1700-luvun uskonnollisia arkkiveisuja. Maallisia arkkiveisuja on digitoitu siltä osin kuin niitä on sisältynyt uskonnollisten arkkiveisujen kanssa samoihin sidoksiin.

Seuraavat sarjat on digitoitu:
* Pääsarja 1700–1734, 1735, 1735–1736, 1737–1744, 1745–1751, 1753–1762, 1763–1764, 1767–1771, 1795–1799
* A-sarja I, II ja III
* B-sarja I ja II
* Sionin wirret 1 ja 2

Lisäksi on digitoitu ko. sidoksiin sisältyvien arkkiveisujulkaisujen myöhempiä painoksia.";"Skillingtrycken var billiga alster som i allmänhet trycktes på ett eller ett halvt tryckark. De var skrivna i sångform, och i allmänhet nämndes en melodi som det var meningen att sången skulle sjungas till. På 1600-talet var skillingtrycken psalmer, men under följande århundrade började de allt oftare handla om kärlek, mord och sällsamma händelser. Dessutom blev sagor vanliga som innehåll. I nationalbibliotekets skillingtryckssamling ingår ca 1750 religiösa och 4850 profana skillingtryck. Antalet skillingtryckssagor är ca 750. Av samlingen har tills vidare bara en liten del digitaliserats, och denna består i huvudsak av religiösa skillingtryck från 1700-talet. Profana skillingtryck har digitaliserats när de ingått i samma band som religiösa.

Följande serier har digitaliserats:
* Huvudserien 1700–1734, 1735, 1735–1736, 1737–1744, 1745–1751, 1753–1762, 1763–1764, 1767–1771, 1795–1799
* A-serien I, II och III
* B-serien I och II
* Sionin wirret 1 och 2 (Sions sånger).

Dessutom ingår några senare upplagor av skillingtryck i sådana band som har digitaliserats.";"Broadsides were usually printed on one or a half printing sheet, and they were economically produced leaflets. Broadsides were written in the form of a song and they usually mentioned the tune to which the song should be sung. The 1600s broadsides were hymns, but in the next century the songs about love, murder and curious events started to become more common. The broadside collection of the National Library contains about 1750 religious and 4850 secular broadsides. There are around 750 sheet fairy tales. Only a small part of the collection has been digitized, which contains mainly 1700s religious broadsides. The secular broadsides have been digitized when they have been included in the binding of a religious one. 

The following series have been digitized: 

    * Main serie 1700–1734, 1735, 1735–1736, 1737–1744, 1745–1751, 1753–1762, 1763–1764, 1767–1771, 1795–1799 
    * A-series I, II and III 
    * B-series I and II 
    * Hymns of Zion 1 and 2 

In addition, some later editions of broadside publications are included in bindings that have been digitized.";Broadside;Skillingtryck;https://digi.kansalliskirjasto.fi/collections?id=262
263;61;Hartauskirjat ja saarnat;images/collections/aurora.png;"Tähän osuuteen sisältyvät kattavasti 1600–1700-lukujen Ruotsin ajan kokoelmaan (Rv) kuuluvat hartauskirjat ja saarnat sekä myöhempiä saarnakirjoja valikoiden. Ensimmäinen suomenkielinen (evankeliumi)postilla eli evankeliumiteksteihin laadittujen saarnojen kokoelma oli Turun piispa Ericus Ericin kaksiosainen postilla, joka ilmestyi vuosina 1621 ja 1625. Vuonna 1780 ilmestyi suomennos August Herman Francken postillasta ja 1747–1749 Johan Wegeliuksen kaksiosainen suomenkielinen postilla Se Pyhä Evangeliumillinen Walkeus Taiwallisesa Opisa Ja Pyhäsä Elämäsä. Näiden lisäksi 1600–1700-luvuilla julkaistiin joitakin ruotsinkielisiä yksittäisiä saarnoja ja saarnakokoelmia. Piispa Johannes Gezelius vanhempi laati 1600-luvun jälkipuoliskolla myös joukon latinankielisiä saarnadispositioita (Dispositiones homileticae) papiston saarnanvalmistuksen avuksi. Niin ikään digitoidut rukouspäiviä varten julkaistut saarnatekstit on sijoitettu tähän yhteyteen.

Suomen varhaisin hartauskirjallisuus on pääosin suomennoksia ruotsalaisista, saksalaisista ja englantilaisista alkuteoksista. Kotimaista tuotantoa on 1700-luvun loppuun mennessä ilmestynyt melko vähän.";"I denna del ingår en omfattande samling av andaktsböcker och predikningar från 1600- och 1700-talet som ingår i samlingen Svenska tidens litteratur (Rv) samt valda predikoböcker från senare århundraden. Den första finskspråkiga (evangelie)postillan (en samling av predikningar baserade på evangelierna) var biskopen i Åbo Ericus Ericis tudelade postilla som gavs ut åren 1621 och 1625. År 1780 utkom en finsk översättning av August Herman Franckes postilla och 1747–1749 Johan Wegelius postilla i två delar med titeln Se Pyhä Evangeliumillinen Walkeus Taiwallisesa Opisa Ja Pyhäsä Elämäsä. Utöver dessa publicerades på 1600- och 1700-talen en del enstaka svenskspråkiga predikningar och predikosamlingar. Biskopen Johannes Gezelius den äldre utarbetade under senare hälften av 1600-talet också ett antal predikodispositioner (Dispositiones homileticae) till stöd för prästernas predikoförberedelser. I det här urvalet ingår också de predikotexter för bönedagar som digitaliserats. 

Den tidigaste finska andaktslitteraturen består i huvudsak av översättningar av svenska, tyska och engelska verk. Före 1800-talet var den inhemska produktionen tämligen liten.";"This part includes the 1600–1700 Swedish era (Rv) devotional books and sermons and selected later sermon books. The first Finnish (evangelical) book of homilies, or the collection of sermons based on evangelical texts, was the two-part book of homilies from the bishop of Turku, Ericus Eric, published in 1621 and 1625. In 1780 a translation to Finnish was published of the book of homilies of August Herman Francke and in 1747–1749 of Johan Wegelius's two-part Finnish book of homilies called 'Se Pyhä Evangeliumillinen Walkeus Taiwallisesa Opisa Ja Pyhäsä Elämäsä'. In addition to these, some sermons and sermon collections were published in the 1600s –1700s. The bishop Johannes Gezelius the older, devised in the late 1600s also a set of Latin sermon dispositions (Dispositiones homileticae) for the sermon preparation of the clergy. In addition, sermon texts for intercession days can be found here. 

The earliest devotional books are mainly translations of Swedish, German and English original works. There is relatively little Finnish production by the end of the 1700s.";Devotional service books and sermons;Andaktsböcker och predikningar;https://digi.kansalliskirjasto.fi/collections?id=263
266;61;Kaunokirjallisuus ja lastenkirjat;images/collections/pilvi.png;"Kokoelma sisältää Ruotsin ajan kaunokirjallisuuden osuuden, joka koostuu pääosin ruotsinkielisestä kaunokirjallisuudesta ja muutamista suomen- ja latinankielisistä kaunokirjallisista teoksista.

Suomessa lastenkirjallisuuden määrä lisääntyi ja monipuolistui 1800-luvun jälkipuoliskolla, jolloin lukutaito yleisesti ottaen parani ja kirjallisuuden määrä kasvoi varhaisempaan aikaan verrattuna. Tätä varhaisempi digitoitu, lapsille suunnattu kirjallisuus on sijoitettu kasvatuksen yhteyteen. Digitoituna on sekä maallisia lastenkirjoja ja satuja että lapsia varten laadittuja uskonnollisia, moraalisia ja opettavaisia traktaatteja, joita muun muassa kristilliset järjestöt julkaisivat 1800-luvun jälkipuoliskolla ja 1900-luvun alkupuolella. Viimeksi mainittuihin sisältyy runsaasti pienpainatteita. Sekä maalliset että uskonnolliset lastenkirjat ilmestyivät usein kirjasarjoina.";"Samlingen innehåller skönlitteratur från svenska tiden och består med undantag av några verk på finska eller latin huvudsakligen av svenskspråkig skönlitteratur.

Barnlitteraturen i Finland växte och blev mångsidigare under senare delen av 1800-talet då läskunnigheten överlag förbättrades och det producerades mera litteratur än tidigare. Tidigare producerad, digitaliserad barnlitteratur har placerats i anslutning till litteraturen om fostran. Såväl profana barnböcker och sagor som religiösa, moraliska och sedelärande traktater för barn har digitaliserats. Litteratur i den senare kategorin publicerades av bland annat kristliga organisationer under senare delen av 1800-talet och i början av 1900-talet. I kategorin ingår en stor mängd småtryck. Såväl de profana som de religiösa barnböckerna gavs ofta ut som bokserier.";"The collection includes the part of the fiction of the Swedish era, which consists of mainly Swedish-language fiction and some unique Finnish- and Latin-language fiction works. 

In Finland, the amount of children’s literature increased and became more versatile in the end of the 1800s, when literacy in general improved, and the amount of literature increased compared to the earlier time period. The previous material targeted to children is available in digital form in the Education Collection. There are secular children’s books and fairy tales and religious, moral, and educational tracts digitized, e.g. Christian societies published these at the end of the 1800s and the beginning of 1900s. The latter include plenty of ephemera. Both secular and religious children’s books were often published as book series.";Fiction and children's literature;Skönlitteratur och barnböcker;https://digi.kansalliskirjasto.fi/collections?id=266
267;61;Kielioppeja;images/collections/vesi.png;Kielioppeihin on digitoitu erityisesti suomen kielioppeja ja oppaita kielenopetuksen ja -oppimisen avuksi pääosin 1800-luvulta, mutta myös piispa Johannes Gezelius vanhemman kreikan kielen kielioppi vuodelta 1647.;I delen grammatikor ingår särskilt digitaliseringar av finska grammatikor och handledningar för språkundervisning och språkinlärning, vilka huvudsakligen är utgivna på 1800-talet. Dock ingår även biskop Johannes Gezelius den äldres lärobok i grekisk grammatik från 1647.;Grammar books and guides to support language teaching and learning have been digitized mainly from the 1800s, but also the Greek grammar by Bishop Johannes Gezelius the older from the year 1647.;Grammar books;Grammatikor;https://digi.kansalliskirjasto.fi/collections?id=267
268;61;Kirjatieto;images/collections/vesi.png;Kirjatiedon osuudessa on Ruotsin ajan kirjakenäytteitä, kirjapainojen ja kustantajien luetteloja painetuista kirjoista, kirjojen loppuun painettuja kirjojen myynti-ilmoituksia ja suomalaisen kirjallisuuden bibliografioita. Tähän yhteyteen on liitetty myös Turun akatemian, lukuseurojen ja lainakirjastojen luettelot 1700–1800-luvuilta sekä oppisäädyn painetut kirjekokoelmat (mm. P. Kalm, C. F. Mennander ja H. G. Porthan). 1900-luvun aineistosta mukana on kirjastojen historioita sekä kirjahistoriallista tutkimusta.;I delen Bokkunskap ingår prov på bokstavstyper från svenska tiden, tryckeriernas och förlagens kataloger över böcker som tryckts, annonser för saluförda böcker som tryckts i slutet av böcker samt bibliografier över finsk litteratur. I denna del ingår även kataloger från Kungliga Akademien i Åbo, läsesällskapen och lånebiblioteken tryckta på 1700- och 1800-talen samt tryckta brevsamlingar från det lärda ståndet (bl.a. P. Kalm, C. F. Mennander och H. G. Porthan). Av 1900-talsmaterialet ingår bland annat bibliotekshistoriker och bokhistorisk forskning.;The Book Knowledge section includes font samples, catalogues of printed books of printing houses and publishers, book advertisements found at the end of books, and bibliographies of Finnish literature. In addition, there are catalogues of the Academy of Turku, of book societies and public libraries from the 1700s and the 1800s, as well as letter collections of highly educated people (including P. Kalm, C. F. Mennander and H. G. Porthan). The 1900s material includes histories of public libraries and research on book history.;Book Knowledge;Bokkunskap;https://digi.kansalliskirjasto.fi/collections?id=268
221;101;Tasa-arvoasiain neuvottelukunta;images/collections/kkgen.png;"Tasa-arvoasiain neuvottelukunta julkaisee oppaita ja tietokirjoja, jotka liittyvät ajankohtaisiin tasa-arvokysymyksiin.

Näitä aineistoja voi lukea [vapaakappalekirjastoissa](https://www.kansalliskirjasto.fi/vapaakappaletoimisto#Palvelunkuvausjaohjeet-Vapaakappalekirjastot)  eri puolilla Suomea.";"Delegationen för jämställdhetsärenden, TANE, ger ut guider och facklitteratur som gäller aktuella jämställdhetsfrågor.
Dessa material kan läsas på 

Dessa material kan man läsa i [friexemplarsbiblioteken](https://www.kansalliskirjasto.fi/sv/friexemplarsbyran#P%C3%A5svenska-Friexemplarsbibliotek).";"TANE has published a wide range of publications, statements and initiatives about gender equality. The Council also provides material for events and seminars as well as publishes brochures on gender equality.

These materials can be read at the <a href=""https://www.kansalliskirjasto.fi/en/legal-deposit-office#InEnglish-Legaldepositlibraries"" target=""_new"">legal deposit libraries</a> in Finland.";Council for Gender Equality;Delegationen för jämställdhetsärenden;https://digi.kansalliskirjasto.fi/collections?id=221
264;61;Huutokauppaluettelot;images/collections/metsa.png;Digitoituna on kattava kokoelma suomalaisia kirjahuutokauppaluetteloja 1700-luvulta pitkälle 1900-luvulle. Varhaisimmat, 1700-luvun huutokauppaluettelot, ovat enimmäkseen Turun akatemian professoreiden kirjastojen luetteloja. 1800-luvun huutokaupoista useimmat on pidetty Helsingin huutokauppakamarilla. Osa 1800-luvun ja 1900-luvun huutokauppaluetteloista on luetteloita yksityishenkilöiden kirjastoista, jotka on myyty huutokaupalla, osa yleisiä huutokauppoja, joihin useat asiakkaat ovat toimittaneet kirjoja myyntiin. 1900-luvulta mukana on myös Bibliofiilien seuran järjestämien huutokauppojen luetteloita. Digitoidut antikvariaattien myyntiluettelot on sijoitettu tähän yhteyteen.;En omfattande samling digitaliserade finska bokauktionskataloger som omspänner tiden från 1700-talet till långt in på 1900-talet. De tidigaste, som härrör från 1700-talet, är till största delen kataloger för bibliotek som tillhörde professorer vid akademin i Åbo. Av 1800-talets auktioner har de flesta hållits vid Helsingfors Auktionskammare. En del av auktionskatalogerna från 1800- och 1900-talet är kataloger över privatpersoners bibliotek som har sålts på auktion, medan en del gäller allmänna auktioner till vilka flera kunder har lämnat böcker för försäljning. Från 1900-talet finns kataloger för auktioner som ordnats av föreningen Bibliofiilien Seura med. Även digitaliserade försäljningskataloger från antikvariat har placerats här.;Here you can find a comprehensive collection of Finnish book auction catalogues from the 1700s to the 1900s. The earliest, 1700s auction catalogues, are mostly catalogues of the Turku Academy professors’ libraries. Most of the 1800s auctions have been held at the Helsinki auction house. Part of the 1800s and 1900s auction catalogues come from personal libraries of private persons, which have been sold in auctions, part from general auctions, where several customers have delivered books for sale. From the 1900s there are also catalogues from auctions organized by the association of the bibliophiles. The digitized sale catalogues of second-hand bookshops have been placed here.;Auction catalogues;Auktionskataloger;https://digi.kansalliskirjasto.fi/collections?id=264
265;61;Kasvatus;images/collections/pilvi.png;Digitoidun kokoelman pääpaino on 1700–1800-lukujen kristillisessä kasvatuksessa. Se sisältää katekismuksia, raamatunhistorioita sekä pyhäkoulutoiminnasta kertovaa aineistoa, erityisesti pyhäkouluopettajien oppaita ja kertomuksia eri puolilla Suomea järjestetyistä pyhäkouluista. Digitoituna on myös kattava kokoelma aapisten ensipainoksia 1800- ja 1900-luvuilta sekä esimerkkiaapisia varhemmilta vuosisadoilta, jolloin aapiset sisälsivät aakkostaulujen lisäksi vain katekismuksen lyhyessä muodossa ja niiden keskinäiset erot olivat hyvin pieniä. Niin ikään lapsille tarkoitetut Raamattuun pohjautuvat saarnat ja hartauskirjat on sijoitettu tähän yhteyteen. 1900-luvulta on digitoitu erityisesti lapsille ja nuorille suunnattuja, moraalisia, siveellisyyteen ja raittiuteen kehottavia opaskirjoja.;Tyngdpunkten i den digitaliserade samlingen ligger på kristlig fostran under 1700- och 1800-talet. Den innehåller katekeser, biblisk historia samt material om söndagsskolverksamheten, särskilt handledningar för söndagsskollärare och redogörelser om söndagsskolor i olika delar av Finland. Också en omfattande samling digitaliserade förstaupplagor av abc-böcker från 1800- och 1900-talet ingår. Dessutom ingår prov på abc-böcker från tidigare århundraden. På den tiden bestod abc-böckerna utöver alfabetstavlor endast av en katekes i förkortad form, och skillnaderna mellan dem var mycket små. Även de predikningar och andaktsböcker avsedda för barn som utgår från Bibeln har placerats här. Från 1900-talet har särskilt sådana moralhandböcker för barn och unga som manar till sedlighet och nykterhet digitaliserats.;The main focus of the digitized collection is on Christian education in the 1700–1800s. The collection includes catechisms, Biblical histories, and material about Sunday schools, especially guides and tales of Sunday school teachers from different parts of Finland. There is also a comprehensive selection of the first editions of ABC-Books from the 1800s and 1900s and a sample of ABC-Books from earlier centuries, when they only contained alphabet tables and a short catechism and differences between works were quite small. The sermons and devotional books, which were based on the Bible, and aimed at children are in this collection. Digitized material from the 1900s is focused on guidebooks, promoting morality, decency and sobriety, for children and young persons.;Education;Fostran;https://digi.kansalliskirjasto.fi/collections?id=265
269;61;Teologia ja filosofia;images/collections/aurora.png;Teologian ja filosofian varhaisimmat digitoidut julkaisut koostuvat Ruotsin aikana julkaistuista manuaaleista ja virsikirjoista, kirkkokäsikirjoista, kirkkolaeista sekä Turun tuomiokapitulin kiertokirjeistä 1600–1700-luvuilta. 1900-luvulta on digitoitu erityisesti kirkolliseen lainsäädäntöön liittyviä julkaisuja sekä eri teologisia oppiaineita edustavia perustutkimuksia 1920–1970-luvuilta.;De tidigaste digitaliserade publikationerna inom teologin och filosofin består av handledningar och psalmböcker, kyrkohandböcker, kyrkolagar samt rundskrivelser från domkapitlet i Åbo avfattade under svenska tiden på 1600- och 1700-talet.;The earliest digitized works of theology and philosophy consist of the Swedish era manuals, hymnals, church manuals, church laws and the circulars of the cathedral chapter of Turku from the 1600s–1700s. From the 1900s, especially publications of the ecclesiastical legislation and basic research of various theological subjects from the 1920s–1970s have been digitized.;Theology and philosophy;Teologi och filosofi;https://digi.kansalliskirjasto.fi/collections?id=269
341;61;Aapiset;images/collections/kkgen.png;;;;ABC books;ABC-böcker;https://digi.kansalliskirjasto.fi/collections?id=341
321;61;Historiaa, kirkkohistoriaa ja lähteitä;images/collections/colbanner2.jpg;Digitoidut historiaan ja kirkkohistoriaan liittyvät lähdejulkaisut samoin kuin päiväkirjat ja muistelmat on sijoitettu tänne.;Digitaliserade historiska och kyrkohistoriska källpublikationer liksom även dagböcker och memoarer har placerats i denna del.;Digitized historical and church history related publications as well as diaries and memoirs are placed here.;History, Church History, Sources;Historia, kyrkohistoria, källor;https://digi.kansalliskirjasto.fi/collections?id=321
361;;Kartat;images/collections/kar1.png;Osa Kansalliskokoelman karttakokoelmasta. Kokonaisuudessaan kokoelma sisältää karttoja, karttasarjoja ja kartastoja 1500-luvun lopusta nykypäivään. Kokoelmaan kuuluu noin 90 000 karttalehteä. Kokoelman vanhimpiin karttalehtiin kuuluvat ulkomailla painetut yleiskartat, joihin Suomi sisältyy, sekä Suomen kartat 1600-luvulta.;Ett urval av kartor från Nationalbibliotekets samlingar. A. E. Nordenskiölds samling inkluderar kartor från alla världsdelar. Samlingen av finska kartor innehåller historiska kartor över Finland från 1500-talet till dags dato.;This is a selection of maps from the collections of the National Library of Finland. Digitized maps in the A.E. Nordenskiöld collection cover all continents. Maps of Finland in the national collection span from the 16th century to today.;Maps;Kartor;https://digi.kansalliskirjasto.fi/collections?id=361
381;501;Ruotsin ajan kokoelma;/images/collections/drott.png;Ruotsin ajan kokoelma käsittää Suomen kansalliskirjallisuuden vanhimman osan, vuosina 1488–1809/1827 painettujen julkaisujen digitointeja. Julkaisut ovat suomenkielisiä, Suomessa painettuja, suomalaisten tai Suomessa vaikuttaneiden henkilöiden julkaisemia, tai ulkomailla painettuja Suomea koskevia.;Samlingen Svenska tidens litteratur omfattar den finska nationallitteraturens äldsta del, cirka 17 400 publikationer som tryckts åren 1488–1809/1827. Publikationerna är finskspråkiga, tryckta i Finland eller publicerade av finländare eller Finlandbaserade personer, alternativt tryckta utomlands och handlar om Finland.;The Swedish Era Literature collection includes the oldest part of the Finnish national literature, approximately 17,400 publications printed between 1488 and 1809/1827. The publications are in Finnish, printed in Finland, published by Finnish people or important people in Finland or printed abroad but concerning Finland.;The Swedish Era Literature;Svenska tidens litteratur;https://digi.kansalliskirjasto.fi/collections?id=381
421;101;SLS:n julkaisusarja;https://www.sls.fi/sites/default/files/styles/banner_1170x246_/public/SLS_skylten_1000px.jpg;Kokoelma sisältää Svenska litteratursällskapet i Finlandin (SLS) julkaisuja vuodesta 1886 aina 2000-luvulle. Tärkeitä aiheita SLS:n julkaisuissa ovat historia, kirjallisuus, kieli sekä perinteet ja kansankulttuuri. Kirjojen joukossa on editioita mm. Runebergin ja Södergranin teoksista, lukuisia elämäkertoja ja tutkimuksia merkittävien kirjailijoiden toiminnasta ja tuotannosta. Päämääränä on, että kaikki SLS:n julkaisut ovat vapaasti saatavilla digitaalisesti. Tekijänoikeudellisista syistä kaikkia julkaisuja ei kuitenkaan voida avata vapaaseen verkkokäyttöön. Kokoelmaa täydennetään sitä mukaa kun digitointi etenee ja oikeuksia selvitetään.;Samlingen består av böcker utgivna av Svenska litteratursällskapet i Finland (SLS) från 1886 och fram till 2000-talet. Viktiga ämnen i SLS utgivning är historia, litteratur, språk samt traditioner och folkkultur. Bland böckerna finns utgåvor av bl.a. Runebergs och Södergrans verk. Här finns också många biografier och studier över betydande författarskap. Målet är att göra alla SLS publikationer fritt tillgängliga för allmänheten i digital form. Av upphovsrättsliga skäl kan dock inte alla böcker visas fritt på nätet. Samlingen kompletteras i takt med att digitaliseringen fortskrider och rättigheterna utreds.;The collection includes publications by Svenska litteratursällskapet i Finland (SLS) from 1886 to the 21st century. SLS's publications focus on history, literature, language, traditions and folk culture. Among them can be found editions of works by authors such as Johan Ludvig Runeberg and Edith Södergran, numerous biographies and studies on the activities and output of prominent writers. The plan is for all SLS publications to be made freely available in digital form. However, for copyright reasons, not all publications can be made available for free online use. Publications are added to the collection as digitisation progresses and the rights are clarified.;SLS Publication Series;SLS publikationer;https://digi.kansalliskirjasto.fi/collections?id=421
601;501;Klandestiini-käsikirjoitukset;/images/collections/kkgen.png;Pietarin tiedeakatemian lahjoituksen mukana 1830-luvulla kirjaston kokoelmiin liitettiin huomattava osa Johan Albrecht von Korffin kirjastoa, jonka keisarinna Katariina II oli lunastanut Korffilta 1770-luvulla. Korffin kokoelman joukossa on ns. klandestiini-käsikirjoituksia eli 1600-1700 -lukujen kiellettyä filosofista kirjallisuutta – teoksia, joita ei voitu painaa, joten ne julkaistiin käsikirjoituksina ja välitettiin eteenpäin kopioina.  Käsikirjoitukset ovat usein esimerkki aikakautensa uskonnon, kirkon sekä itsevaltiuden vastaisesta aineistosta.;I samband med en donation från S:t Petersburgs Vetenskapsakademi på 1830-talet tillfogades en stor del av Johan Albrecht von Korffs bibliotek till bibliotekets samlingar. Korffs bibliotek hade tidigare lösts in av kejsarinnan Katarina II på 1770-talet. I Korffs samling finns så kallade klandestina manuskript, dvs. förbjuden filosofisk litteratur från 1600–1700-talen som inte kunde tryckas och därför publicerades som manuskript och förmedlades som kopior. Manuskripten är ofta exempel på material som är kritiskt mot samtida fenomen som religionen, kyrkan och enväldet.;As part of a donation from the St Petersburg Academy of Sciences in the 1830s, the National Library gained a considerable part of the personal library of Johan Albrecht von Korff, which Cathe-rine the Great had bought from Korff in the 1770s. Korff’s library included “clandestine manuscripts”, or banned philosophical literature from the 17th and 18th centuries which could not be printed, so they were released as manuscripts and copied for dissemination.  These manuscripts are often texts that oppose the religion, church and autocracy of their time.;Clandestine manuscripts;Klandestina manuskript;https://digi.kansalliskirjasto.fi/collections?id=601
641;381;Diss. Ulk;/images/collections/kkgen.png;Suomalaisten ulkomailla painettuja väitöskirjoja. Kokoelma on järjestetty suomalaiseksi katsotun henkilön nimen mukaan riippumatta siitä, onko hän preeses vai respondentti.;I utlandet tryckta dissertationer av finländare. Samlingen är organiserad enligt namnet på den som finländare ansedda personen, oberoende av om denne är preses eller respondent;Dissertations by Finns published abroad. The collection is arranged according to the presumed Finnish person's name, regardless of whether they are praeses or respondent.;Foreign Dissertation;Utländska dissertationer;https://digi.kansalliskirjasto.fi/collections?id=641
701;82;Paikallislehdet;images/collections/sancol.png;"Paikallislehdet ovat pienellä levikkialueella ilmestyviä sanomalehtiä, jotka sisältävät pääosin paikallista aineistoa ja käsittelevät alueen yleisiä asioita. Paikallislehdet leviävät tilattuina. Paikallislehdiksi ei lasketa sellaisia lehtiä, jotka ilmoittavat olevansa jonkin poliittisen puolueen äänenkannattajia.  

(Tommila, Päiviö: Suomen lehdistön historia. 4. Paikallislehdistön historia)";Lokaltidningarna är dagstidningar med ett litet distributionsområde som huvudsakligen innehåller lokalt material och behandlar allmänna ärenden i området. Lokaltidningarna distribueras genom prenumerationer. Till lokaltidningarna räknas inte sådana tidningar som anger att de representerar ett politiskt parti.;Local papers are published in a small area, include mainly local news and deal with general issues in the area. Local papers are delivered by subscription. Papers that express that they are in favour of a political party are not counted as local papers.;Local papers;Lokaltidningar;https://digi.kansalliskirjasto.fi/collections?id=701
661;82;Sanomalehdet -1918;images/collections/sancol.png;Kokoelma sisältää 31.12.1918 mennessä ilmestyneet sanomalehdet.;Samlingen innehåller tidningar utgivna t.o.m. 31.12.1918;Collection contains newspapers until 31.12.1918;Newspapers until 1918;Tidningar -1918;https://digi.kansalliskirjasto.fi/collections?id=661
741;;Leikekokoelmat;images/collections/kkgen.png;Tästä kokoelmasta löydät eri teemoista, eri aineistoista koostettuja leikekokoelmia.;I denna samling finner du urklippssamlingar som sammanställts utifrån olika teman och olika material.;In this collection, you can find clipping collections compiled from various themes and data.;Clipping collections;Urklippssamlingar;https://digi.kansalliskirjasto.fi/collections?id=741
